nada,caption,rating,caption_cleaned
1928,"Pésimo servicio. El día de hoy quise hacer varios depósitos, algunos contaban con centavos y otros no, y me dijeron que solo podían hacer los depósitos que llevaban centavos y los demás tendría que hacerlos en practicaja yo misma, sumando lo déspota que es la jefa de los cajeros. Entonces, no entiendo cuál es la función del cajero. Posteriormente, me dirigí a la sucursal de la calle Coahuila, lo cual muy amables, sí hicieron todos los depósitos y me dijeron que esa norma (de no hacer depósitos sin centavos), no era parte de la institución de BBVA.",1.0,pesim servici dia hoy quis hac vari deposit cont centav dijeron sol pod hac deposit llev centav demas hac practicaj mism sum despot jef cajer entonc entiend cual funcion cajer posterior dirig sucursal call coahuil amabl hic deposit dijeron norm hac deposit centav part institu bbva
1929,re lento,2.0,re lent
1930,Siempre que quiero sacar dinero se encuentra cerrado. Es un fastidio porque es el más cercano.,1.0,siempr quier sac diner encuentr cerr fastidi cercan
1931,Buen servicio muy rápidos al atender y siempre encontrarás poca gente,5.0,buen servici rap atend siempr encontr poc gent
1932,"Son una bola de niños que se creen mucho porque les dieron puestos de ejecutivos (lo cual está bien, que bueno que empoderen a los jóvenes) pero no tienen la más mínima idea de lo que es servicio al cliente.",1.0,bol niñ cre dieron puest ejecut bien buen empoder joven minim ide servici client
1935,"Cajeros amables, ir por la mañana es los mejor. En el ATM hay quien te orienta y lo hace bien.",4.0,cajer amabl ir mañan mejor atm orient hac bien
1936,Buen bancomer tranquilo,5.0,buen bancom tranquil
1937,"Sucursal renovada, buen nunero de cajeros automaricos pero hay mucha afluencia se clientes.",3.0,sucursal renov buen nuner cajer automar much afluenci client
1939,El servicio con ejecutivos es terriblemente lento!!!!!,1.0,servici ejecut terribl lent
1940,Fui a hacer un trámite para una tarjeta y no me pudieron solucionar nada. Me dirigí a otra sucursal y en 15 min tuve todo resuelto.,1.0,hac tramit tarjet pud solucion dirig sucursal 15 min resuelt
1941,Excelente atención por parte de ejecutivos (me enamore de una de las cajeras) tiene bastantes cajeros tanto para retiro como para depósitos.,5.0,excelent atencion part ejecut enamor cajer bastant cajer retir deposit
1944,"Una buena experiencia aunque siempre hay mucha gente y la ubicación es complicada, si vas a visitar ten en mente que vas a invertí tiempo.",5.0,buen experient aunqu siempr much gent ubic complic si vas visit ten ment vas invert tiemp
1945,"Pues casi te quieren atropellar es de difícil acceso y esta muy lleno siempre, los ejetutivos de escritorio son una lastima los cajeros amables y atienden rápido",3.0,pues casi quier atropell dificil acces llen siempr ejetut escritori lastim cajer amabl atiend rap
1948,"Buena experiencia, me resolvieron de volada mi reposición de plástico por daño, obvio marcando a sus números para este proceso, de verdad recomendable, ojalá y sigan así, solo una cosa, que el aérea responsable cheque las cámaras que se encuentran afuera y que una estaba mal acomodada.",5.0,buen experient resolv vol reposicion plastic dañ obvi marc numer proces verd recomend ojal sig asi sol cos aere respons chequ cam encuentr afuer mal acomod
1951,Hola,5.0,hol
1952,Lugar amplio,5.0,lug ampli
1953,"El recién remodelado BBVABancomer es un paro en la zona. Personalmente tengo mi cuenta aquí y aunque generalmente hago las transacciones y pagos desde internet, no falla que tengas que venir a hacer algún trámite. La atención no es del todo rápida pero los monitos de cuentas se ve que traen buena inducción porque tienen la mejor actitud para solucionar problemas. En el ares de cajeros hay de estos n donde se puede pagar la tarjeta depositando efectivo, eso sí es un mega paro. Abstente de venir en quincena ya que sin duda, la zona de cajas estará hasta el cepillo.",4.0,recien remodel bbvabancom par zon personal cuent aqu aunqu general hag transaccion pag internet fall ven hac algun tramit atencion rap monit cuent ve tra buen induccion mejor actitud solucion problem ares cajer n pued pag tarjet deposit efect meg par abstent ven quincen dud zon caj cepill
1955,Es una porquería de banco nunca sirven sus cajeros para pagos y las tipitas de la entrada nunca te quieren dejar pasar a caja,1.0,porqu banc nunc sirv cajer pag tipit entrad nunc quier dej pas caj
1957,No existe,1.0,exist
1958,"Los ejecutivos de ese banco son unos cretinos, tuve la mala experiencia con uno de ellos me dejo esperando para atenderme y luego me empezó a decir que pagaba seguro de auto con mi tarjeta y nada que ver y al final ni me resolvió, y hasta los que dan las fichas están bien mal.",1.0,ejecut banc cretin mal experient dej esper atend lueg empez dec pag segur aut tarjet ver final resolv dan fich bien mal
1960,Tienen cajeros para retiro y depósito que aguilizan tus trámites,5.0,cajer retir deposit aguiliz tramit
1963,Cerrada la sucursal y cajeros automáticos,3.0,cerr sucursal cajer automat
1966,No lo recomiendo de noche,4.0,recom noch
1967,Pésimo servicio más incompetente La cajera Sandra Parra es pesima,1.0,pesim servici incompetent cajer sandr parr pesim
1968,Muy buena atención aún que a veces se les junta mucho la gente,5.0,buen atencion aun vec junt gent
1969,Seguro.,4.0,segur
1970,Entras y sales de volada!,5.0,entras sal vol
1971,En este centro comercial es muy constante que el cajero no funciona (pareciera es a propósito para que pases a retirar por cajas y solo tienen $200 nada más) mejor reubiquen a otro lado.,1.0,centr comercial constant cajer funcion parec proposit pas retir caj sol 200 mejor reubiqu lad
1972,Sin gente,5.0,gent
1973,"El servicio es bueno y rápido, casi no hay gente",4.0,servici buen rap casi gent
1975,"Muy buena atención, el chico de la entrada nos apoyo mucho para abrir una cuenta.",5.0,buen atencion chic entrad apoy abrir cuent
1978,La atención es buena y ordenada. Actualmente abren a las 10:00 am entre semana.,5.0,atencion buen orden actual abren 1000 am seman
1981,"Pésimo, el touch de las prácticajas son horribles",1.0,pesim touch practicaj horribl
1982,"Exelente servicio, te atienden súper bien",5.0,exelent servici atiend sup bien
1983,"Buen banco, con muchos cajeros y así no pierdes tanto tiempo en la fila.",5.0,buen banc cajer asi pierd tiemp fil
1984,"SABEN SI HABRE EL BANCO SABADOS , EN ESPECIFICO MAÑANA?",5.0,sab si habr banc sab especif mañan
1988,(Traducido por Google) Okay  (Original) Ok,5.0,okay
1990,"Pésimo, no te ayudan cuando tienes alguna duda o problema y el personal es grosero.",1.0,pesim ayud algun dud problem personal groser
1991,Algo lento para la atención con los ejecutivos. Pero en general son amables,3.0,lent atencion ejecut general amabl
1992,"Mala calidad en los cajeros automáticos Les entra demasiado dinero como para que no puedan cambiarlos y además en quincena el servicio es lento, los cajeros tardan horas en atender.....",1.0,mal calid cajer automat entra demasi diner pued cambi ademas quincen servici lent cajer tard hor atend
1993,"Hay un shingo de gente, me estoy quemando y estos culeros no ponen sombra. Pésimo servicio",1.0,shing gent quem culer pon sombr pesim servici
1994,Hace falta que hagan más rápido sus servicios en el banco,3.0,hac falt hag rap servici banc
1995,"Muy Mal, un asesor no me quiso abrir mi cuenta porque llevaba un comprobante de domicilio de totalplay y se puso pesado y no me dio solución, despues fui a la sucursal de melchor ocampo y me la abrieron sin ningun problema, capaciten mejor a su personal. Muy mala experiencia.",1.0,mal asesor quis abrir cuent llev comprob domicili totalplay pus pes dio solucion despu sucursal melchor ocamp abrieron ningun problem capacit mejor personal mal experient
1996,"Aunque es muy concurrido, la atención es lo más pronto posible.",5.0,aunqu concurr atencion pront posibl
1997,"Excelente institución financiera, tus depósito son muy rápidos y filas muy cortas",4.0,excelent institu financ deposit rap fil cort
1998,Agilidad en la atención; la recepción facilita mucho la información de trámites. Cuatro estrellas ya que hay un par de ejecutivos que podrían mejorar su servicio en cajas.,4.0,agil atencion recepcion facilit inform tramit cuatr estrell par ejecut podr mejor servici caj
1999,Hay una morena que se quiere parecer rubia que te trata despotamente (Ejecutivo ejecutivo de venta) te dicen que banca en línea se activará en 24 hrs y no pueden activarlo.,1.0,moren quier parec rubi trat despot ejecut ejecut vent dic banc line activ 24 hrs pued activ
2000,Alguien sabe si hoy sábado sacan número de cuenta para nomina?,1.0,algui sab si hoy sab sac numer cuent nomin
2001,"Es un banco que no tiene ética de Servicio o Atención,  tiene unas políticas que discriminan a los usuarios y a la gente que no tiene cuenta bancaria con ellos Además de que son groseros y prepotentes cuando uno les reclama este tipo de actividad Se hacen los desentendidos por lo que creo que es una política que la institución maneja en todas sus sucursales No recomendaría aperturar cuenta en este banco Razón por la que discriminan a la gente",2.0,banc etic servici atencion unas polit discrimin usuari gent cuent bancari ademas groser prepotent reclam tip activ hac desentend cre polit institu manej tod sucursal recomend apertur cuent banc razon discrimin gent
2002,Pésima sucursal hay muchas personas que comentan lo mismo y no lo pueden mejorar ... El personal es muy incompetente,1.0,pesim sucursal much person coment mism pued mejor personal incompetent
2004,"Un ejecutivo atendiendo a todos en sabado!! Necesitan revisar a su gente, vi a muchos sin hacer nada y los clientes esperando casi 2 horas",3.0,ejecut atend sab necesit revis gent vi hac client esper casi 2 hor
2005,"Muy rapido, eficiente y satisfsctorio",5.0,rap eficient satisfsctori
2007,"Fui a recoger mi plástico por robo, de 4 personas que me atendieron no se hacían uno solo. En sábado, tarde casi dos horas, ¡DOS HORAS!, para recuperar mi tarjeta. Entiendo la incompetencia que puedan llegar a tener, pero a eso súmales la mala actitud de tres de ellos...fue una experiencia realmente nefasta para mí.",1.0,recog plastic rob 4 person atend hac sol sab tard casi dos hor ¡dos hor recuper tarjet entiend incompetent pued lleg ten sumal mal actitud tres experient realment nefast
2008,Buen servicio.,3.0,buen servici
2009,Es bueno por que y para sacar todo el dinero  💵💵💵💵💵💵💵💵💴💶💷💵💵 que tienes en la tarjeta de💳 los viernes para De jarlo volar  💸💸💸💸💸💸en la peda:💴💴😊💷😊💰😆💸😎🙌💸🙌😄😊😊💵😊💳😁💵😎😄💰💰😁☺😁🎊🎉🍺🍸🍻🍷🎻🎺🎸🎧🎺🎷🎺🍹🙋🙋👌💷🍷🍻🍸🍺🍷🍺🍹🍺💰💷💳💴🙆💵💰💳🍺🍸🍷🎤🎼🎻🎶🎻🎊👌🎊🎉🎊🎼🎵🎻🎵🎊😎🎊🍷🎉🍸🍻🙋😎😎🎉🍷😆😄💸😄💵🍺💷🍺🍻🍹🐮💰🎸🎼🎸🎤🙆😊🐴🙋🐴💰💴🍹💵💷😄😆🙌 y terminar asi👎👎🙀😡😡😥😫😥😥😧😥😧😵😩💩🙇😴🙏😣😩😵😖😫😧😥😵😩💩😩😣😡😴🙇💩💩🙏🙇🙇🙇🙀🙀😥😵😩🙇😖😵🙇😩 y luego 😭😭😬😲🙍😤😠😥😫😣👎👎👎😫😫😣😵😵😣😖😥😥😱😭😩😩😭😰😲😠😤🙍🙀💩💩😤🙍😥😵😵😡😩😱😭 por el dinero que gasta te 😭😱😤😩😡🙀😠😲😵😫😡😖🙍😣 👐👐👐👐👐👐👐👐👐👐👐👐👐👐 💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸,5.0,buen sac diner 💵💵💵💵💵💵💵💵💴💶💷💵💵 tarjet de💳 viern jarl vol 💸💸💸💸💸💸en peda💴💴😊💷😊💰😆💸😎🙌💸🙌😄😊😊💵😊💳😁💵😎😄💰💰😁☺😁🎊🎉🍺🍸🍻🍷🎻🎺🎸🎧🎺🎷🎺🍹🙋🙋👌💷🍷🍻🍸🍺🍷🍺🍹🍺💰💷💳💴🙆💵💰💳🍺🍸🍷🎤🎼🎻🎶🎻🎊👌🎊🎉🎊🎼🎵🎻🎵🎊😎🎊🍷🎉🍸🍻🙋😎😎🎉🍷😆😄💸😄💵🍺💷🍺🍻🍹🐮💰🎸🎼🎸🎤🙆😊🐴🙋🐴💰💴🍹💵💷😄😆🙌 termin asi👎👎🙀😡😡😥😫😥😥😧😥😧😵😩💩🙇😴🙏😣😩😵😖😫😧😥😵😩💩😩😣😡😴🙇💩💩🙏🙇🙇🙇🙀🙀😥😵😩🙇😖😵🙇😩 lueg 😭😭😬😲🙍😤😠😥😫😣👎👎👎😫😫😣😵😵😣😖😥😥😱😭😩😩😭😰😲😠😤🙍🙀💩💩😤🙍😥😵😵😡😩😱😭 diner gast 😭😱😤😩😡🙀😠😲😵😫😡😖🙍😣 👐👐👐👐👐👐👐👐👐👐👐👐👐👐 💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸
